,respid,hidsq01a,sq01,sq05b,hidsq03,sq08ax1_1,hq04a,sq04,sq10_1,sq10_2,sq10_3,sq10_4,sq10_5,sq10_6,sq10_7,sq10_8,sq10_9,sq10_10,sq10_11,sq10_12,sq10_13,sq10_14,sq10_15,sq10_16,sq10_17,sq10_18,sq10_19,sq10_20,sq10_21,sq10_22,sq10_66,sq10_23,sq10_24,sq10_25,sq10_26,sq10_27,sq10_28,sq10_29,sq10_30,sq10_31,sq10_32,sq10_33,sq10_34,sq10_35,sq10_36,sq10_37,sq10_38,sq10_39,sq10_40,sq10_41,sq10_42,sq10_43,sq10_44,sq10_45,sq10_46,sq10_47,sq10_48,sq10_49,sq10_50,sq10_51,sq10_52,sq10_53,sq10_54,sq10_55,sq10_56,sq10_57,sq10_58,sq10_59,sq10_60,sq10_61,sq10_62,sq10_63,sq10_64,sq10_65,K6b,sq08x1_1,sq08x1_2
754,4913.0,2.0,2.0,5.0,4.0,50.0,3.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,7.0,20.0
755,4921.0,3.0,2.0,5.0,4.0,32.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,12.0
756,4934.0,2.0,2.0,6.0,4.0,35.0,4.0,1.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,2.0,5.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,10.0,25.0
757,4950.0,3.0,2.0,5.0,3.0,20.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,7.0
758,4965.0,2.0,2.0,4.0,3.0,54.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,24.0,10.0
759,4967.0,2.0,2.0,4.0,4.0,55.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,6.0,20.0,25.0
760,4988.0,3.0,2.0,4.0,4.0,16.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,6.0,10.0
761,4994.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,6.0,5.0,0.0
762,5001.0,2.0,2.0,6.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,10.0
763,5006.0,2.0,2.0,8.0,3.0,30.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,2.0,10.0,20.0
764,5017.0,1.0,2.0,1.0,3.0,7.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,7.0
765,5024.0,3.0,1.0,7.0,4.0,18.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,8.0
766,5026.0,2.0,2.0,6.0,4.0,35.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,15.0,20.0
767,5039.0,3.0,2.0,5.0,4.0,40.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,6.0,20.0,20.0
768,5087.0,1.0,2.0,5.0,4.0,35.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,20.0,15.0
769,5105.0,3.0,2.0,7.0,4.0,31.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,15.0,16.0
770,5243.0,2.0,1.0,7.0,4.0,28.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,1.0,2.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,20.0,8.0
771,5263.0,2.0,1.0,4.0,4.0,30.0,5.0,1.0,3.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,20.0,6.0
772,5265.0,2.0,1.0,7.0,4.0,40.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,20.0,20.0
773,5277.0,2.0,1.0,3.0,2.0,30.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,12.0,12.0
774,5336.0,1.0,1.0,8.0,2.0,5.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
775,5390.0,1.0,1.0,2.0,4.0,22.0,3.0,1.0,2.0,5.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0
776,5484.0,2.0,1.0,5.0,2.0,25.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0
777,5513.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,6.0,15.0
778,5568.0,2.0,1.0,7.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,12.0,24.0
779,5606.0,2.0,1.0,6.0,4.0,28.0,2.0,1.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,13.0,26.0
780,5686.0,2.0,1.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0
781,5713.0,2.0,1.0,7.0,4.0,40.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,15.0
782,5736.0,2.0,1.0,6.0,4.0,18.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,10.0
783,5828.0,2.0,1.0,3.0,3.0,30.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,1.0,3.0,5.0,2.0,5.0,1.0,6.0,9.0
784,5861.0,2.0,1.0,5.0,3.0,16.0,4.0,1.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,4.0,4.0,8.0
785,5867.0,2.0,1.0,6.0,4.0,30.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,6.0
786,5874.0,2.0,1.0,6.0,4.0,40.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,6.0
787,5876.0,2.0,1.0,7.0,4.0,12.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,6.0,6.0
788,5936.0,2.0,1.0,1.0,3.0,45.0,1.0,2.0,3.0,3.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,20.0
789,5942.0,3.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,15.0
790,5945.0,3.0,2.0,7.0,4.0,25.0,4.0,1.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,6.0,15.0,10.0
791,5953.0,1.0,2.0,1.0,3.0,44.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,1.0,5.0,4.0,4.0,4.0,6.0,24.0,20.0
792,5958.0,3.0,1.0,8.0,3.0,45.0,4.0,1.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,20.0,40.0
793,5959.0,2.0,1.0,4.0,3.0,25.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0
794,5979.0,2.0,1.0,7.0,4.0,6.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,6.0
795,5987.0,2.0,2.0,6.0,3.0,14.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0
796,5988.0,1.0,1.0,1.0,3.0,24.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,6.0,9.0
